Symbol,Name,Error,TotalScore,Growth,Profitability,Stability,Activity,Price,MarketCap,EPS,PreviousEPS,LatestQuarterEPS,PreviousQuarterEPS,SameQuarterLastYearEPS,EPS_Growth,PreviousQuarterEPSGrowth,SameQuarterLastYearEPSGrowth,LatestBPS,PER,PBR,ROE,PEG,Raw_Adjusted_Growth,Adjusted_EPS_Growth,Raw_PEG,Adjusted_PEG,EPS_Base_Flag,Links
219420,링크제니시스,,83.69999999999999,88.6,84.0,88.6,73.6,5030.0,577.0,390.0,-28.0,164.0,70.0,18.0,1492.857142857143,134.28571428571428,811.1111111111111,4393.0,12.897435897435898,1.145003414523105,8.87776007284316,0.008639430744693902,1492.857142857143,1492.857142857143,0.008639430744693902,0.008639430744693902,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/219420/total"" target=""_blank"">Naver Mobile</a>"
265740,엔에프씨,,83.025,88.4,79.2,92.3,72.2,6170.0,1102.0,697.0,-163.0,194.0,221.0,61.0,527.6073619631902,-12.217194570135746,218.0327868852459,3794.0,8.85222381635581,1.6262519768054824,18.371112282551397,0.016778052117046475,527.6073619631902,527.6073619631902,0.016778052117046475,0.016778052117046475,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/265740/total"" target=""_blank"">Naver Mobile</a>"
281820,케이씨텍,,82.6,87.2,69.8,97.9,75.5,71300.0,14116.0,3899.0,2463.0,1597.0,988.0,395.0,58.3028826634186,61.63967611336032,304.3037974683544,27941.0,18.286740189792255,2.5518055903510968,13.954403922551089,0.3136507039516596,58.3028826634186,58.3028826634186,0.3136507039516596,0.3136507039516596,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/281820/total"" target=""_blank"">Naver Mobile</a>"
147830,제룡산업,,82.375,81.6,83.4,94.6,69.9,10150.0,2030.0,704.0,381.0,264.0,185.0,134.0,84.7769028871391,42.7027027027027,97.01492537313433,4288.0,14.417613636363637,2.3670708955223883,16.417910447761194,0.1700653497044751,84.7769028871391,84.7769028871391,0.1700653497044751,0.1700653497044751,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/147830/total"" target=""_blank"">Naver Mobile</a>"
027360,아주IB투자,,82.2,100.0,50.8,95.8,,14310.0,17336.0,114.0,32.0,50.0,26.0,5.0,256.25,92.3076923076923,900.0,2220.0,125.52631578947368,6.445945945945946,5.135135135135135,0.48985879332477533,256.25,256.25,0.48985879332477533,0.48985879332477533,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/027360/total"" target=""_blank"">Naver Mobile</a>"
330730,스톤브릿지벤처스,,81.925,100.0,98.1,87.3,42.3,6220.0,1133.0,1334.0,94.0,737.0,393.0,13.0,1319.148936170213,87.53180661577609,5569.2307692307695,5603.0,4.662668665667167,1.110119578797073,23.808673924683205,0.003534603665908981,1319.148936170213,1319.148936170213,0.003534603665908981,0.003534603665908981,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/330730/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,,81.85000000000001,98.6,97.7,79.9,51.2,1819000.0,12964056.0,105433.0,36448.0,56588.0,21355.0,11375.0,189.26964442493414,164.9871224537579,397.4769230769231,230643.0,17.252662828526173,7.886647329422527,45.712638146399414,0.091153881970591,189.26964442493414,189.26964442493414,0.091153881970591,0.091153881970591,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
322000,HD현대에너지솔루션,,81.45,96.8,74.4,88.8,65.8,196800.0,22042.0,5805.0,1646.0,1987.0,1732.0,-97.0,252.67314702308624,14.722863741339493,2148.4536082474224,39346.0,33.90180878552972,5.001779088090276,14.753723377217506,0.13417258297903803,252.67314702308624,252.67314702308624,0.13417258297903803,0.13417258297903803,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/322000/total"" target=""_blank"">Naver Mobile</a>"
408920,메쎄이상,,81.425,59.7,87.7,93.8,84.5,3460.0,1496.0,399.0,316.0,105.0,59.0,64.0,26.265822784810126,77.96610169491525,64.0625,1828.0,8.671679197994987,1.8927789934354486,21.827133479212254,0.3301506778995682,26.265822784810126,26.265822784810126,0.3301506778995682,0.3301506778995682,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/408920/total"" target=""_blank"">Naver Mobile</a>"
260970,에스앤디,,81.25,62.6,80.8,96.7,84.9,67000.0,1938.0,7810.0,6426.0,2204.0,2196.0,1518.0,21.537503890445066,0.36429872495446264,45.19104084321476,30226.0,8.578745198463508,2.2166346853702112,25.838681929464702,0.3983165942581395,21.537503890445066,21.537503890445066,0.3983165942581395,0.3983165942581395,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/260970/total"" target=""_blank"">Naver Mobile</a>"
069330,유아이디,,81.2,82.0,83.0,66.8,93.0,1017.0,144.0,368.0,,263.0,62.0,-15.0,,324.19354838709677,1853.3333333333335,1586.0,2.7635869565217392,0.6412358133669609,23.203026481715007,,,,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/069330/total"" target=""_blank"">Naver Mobile</a>"
089970,브이엠,,81.125,93.3,86.1,88.0,57.1,54200.0,13426.0,2025.0,43.0,1033.0,451.0,63.0,4609.302325581395,129.04656319290467,1539.6825396825398,8237.0,26.765432098765434,6.580065557848731,24.584193274250335,0.005806829365524287,4609.302325581395,4609.302325581395,0.005806829365524287,0.005806829365524287,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/089970/total"" target=""_blank"">Naver Mobile</a>"
254490,미래반도체,,81.025,100.0,65.0,81.8,77.3,41000.0,5920.0,2299.0,563.0,1619.0,334.0,299.0,308.348134991119,384.7305389221557,441.4715719063545,9254.0,17.83384080034798,4.430516533390966,24.84331100064837,0.0578367072038935,308.348134991119,308.348134991119,0.0578367072038935,0.0578367072038935,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/254490/total"" target=""_blank"">Naver Mobile</a>"
110990,디아이티,,80.975,78.1,85.9,89.5,70.4,24350.0,4602.0,2067.0,1600.0,779.0,360.0,320.0,29.1875,116.3888888888889,143.4375,12935.0,11.7803580067731,1.882489369926556,15.979899497487438,0.40360969616353237,29.1875,29.1875,0.40360969616353237,0.40360969616353237,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/110990/total"" target=""_blank"">Naver Mobile</a>"
094850,참좋은여행,,80.73333333333333,84.4,68.6,89.2,,5080.0,711.0,932.0,158.0,219.0,128.0,60.0,489.87341772151905,71.09375,265.0,7166.0,5.450643776824034,0.7089031537817472,13.00586101032654,0.011126637167160171,489.87341772151905,489.87341772151905,0.011126637167160171,0.011126637167160171,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/094850/total"" target=""_blank"">Naver Mobile</a>"
100840,SNT에너지,,80.67500000000001,80.4,70.2,87.5,84.6,46100.0,9534.0,4959.0,1677.0,1285.0,1942.0,405.0,195.7066189624329,-33.83110195674563,217.28395061728395,18739.0,9.296229078443234,2.4601099311596135,26.46352526815732,0.04750084145200885,195.7066189624329,195.7066189624329,0.04750084145200885,0.04750084145200885,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/100840/total"" target=""_blank"">Naver Mobile</a>"
045340,토탈소프트,,80.475,73.0,90.3,86.0,72.6,6850.0,586.0,1140.0,757.0,300.0,171.0,156.0,50.59445178335535,75.43859649122807,92.3076923076923,4382.0,6.008771929824562,1.5632131446827933,26.015518028297578,0.11876345563648023,50.59445178335535,50.59445178335535,0.11876345563648023,0.11876345563648023,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/045340/total"" target=""_blank"">Naver Mobile</a>"
464280,티디에스팜,,80.35,92.3,72.6,92.1,64.4,8140.0,450.0,913.0,,207.0,287.0,66.0,,-27.874564459930312,213.63636363636363,7944.0,8.91566265060241,1.0246727089627392,11.492950654582074,,,,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/464280/total"" target=""_blank"">Naver Mobile</a>"
388050,지투파워,,80.325,97.0,64.5,85.0,74.8,12600.0,2357.0,414.0,179.0,101.0,177.0,-16.0,131.2849162011173,-42.93785310734463,731.25,2253.0,30.434782608695652,5.59254327563249,18.375499334221036,0.23182238667900093,131.2849162011173,131.2849162011173,0.23182238667900093,0.23182238667900093,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/388050/total"" target=""_blank"">Naver Mobile</a>"
481070,에이유브랜즈,,80.32499999999999,92.1,74.1,90.7,64.4,17790.0,2537.0,749.0,,208.0,301.0,52.0,,-30.89700996677741,300.0,5453.0,23.751668891855807,3.262424353566844,13.735558408215661,,,,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/481070/total"" target=""_blank"">Naver Mobile</a>"
382800,지앤비에스 에코,,80.24999999999999,91.9,80.3,85.1,63.7,9080.0,2890.0,478.0,331.0,317.0,133.0,37.0,44.41087613293052,138.34586466165413,756.7567567567568,3898.0,18.99581589958159,2.3293996921498206,12.262698819907646,0.42772891583411604,44.41087613293052,44.41087613293052,0.42772891583411604,0.42772891583411604,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/382800/total"" target=""_blank"">Naver Mobile</a>"
088910,동우팜투테이블,,80.1,76.2,58.5,96.4,89.3,2450.0,633.0,1286.0,-23.0,275.0,300.0,85.0,5691.304347826087,-8.333333333333332,223.52941176470588,9500.0,1.9051321928460343,0.2578947368421053,13.536842105263158,0.0003347443883533903,5691.304347826087,5691.304347826087,0.0003347443883533903,0.0003347443883533903,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/088910/total"" target=""_blank"">Naver Mobile</a>"
187870,디바이스,,80.075,100.0,76.2,87.0,57.1,28100.0,1977.0,4021.0,917.0,1572.0,602.0,-44.0,338.495092693566,161.1295681063123,3672.7272727272725,23855.0,6.988311365332007,1.1779501152798155,16.85600503039195,0.020645236862143847,338.495092693566,338.495092693566,0.020645236862143847,0.020645236862143847,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/187870/total"" target=""_blank"">Naver Mobile</a>"
052400,코나아이,,80.05000000000001,83.4,86.4,82.4,68.0,70000.0,1194.0,6109.0,2334.0,1609.0,1367.0,620.0,161.7395029991431,17.702999268471103,159.51612903225808,18135.0,11.458503846783435,3.8599393438103116,33.686242073338846,0.0708454251083246,161.7395029991431,161.7395029991431,0.0708454251083246,0.0708454251083246,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/052400/total"" target=""_blank"">Naver Mobile</a>"
376300,디어유,,79.875,72.1,89.4,96.9,61.1,26900.0,6386.0,1061.0,871.0,496.0,434.0,220.0,21.814006888633756,14.285714285714285,125.45454545454547,8942.0,25.35344015080113,3.0082755535674344,11.86535450682174,1.162255072176199,21.814006888633756,21.814006888633756,1.162255072176199,1.162255072176199,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/376300/total"" target=""_blank"">Naver Mobile</a>"
483650,달바글로벌,,79.625,74.0,84.6,93.4,66.5,236500.0,29377.0,7296.0,,2925.0,1649.0,1992.0,,77.38023044269255,46.83734939759036,18666.0,32.41502192982456,12.670095360548592,39.08711025393764,,,,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/483650/total"" target=""_blank"">Naver Mobile</a>"
204610,티쓰리,,79.55,72.9,81.1,96.4,67.8,3150.0,1733.0,322.0,226.0,77.0,100.0,63.0,42.47787610619469,-23.0,22.22222222222222,2058.0,9.782608695652174,1.530612244897959,15.646258503401361,0.23029891304347824,42.47787610619469,42.47787610619469,0.23029891304347824,0.23029891304347824,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/204610/total"" target=""_blank"">Naver Mobile</a>"
005690,파미셀,,79.44999999999999,76.0,85.0,97.4,59.4,17130.0,1281.0,725.0,269.0,195.0,261.0,141.0,169.51672862453532,-25.287356321839084,38.297872340425535,2212.0,23.627586206896552,7.744122965641953,32.77576853526221,0.13938203266787658,169.51672862453532,169.51672862453532,0.13938203266787658,0.13938203266787658,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/005690/total"" target=""_blank"">Naver Mobile</a>"
003230,삼양식품,,79.27499999999999,69.6,80.6,88.7,78.2,1444000.0,108777.0,57735.0,40436.0,19198.0,12689.0,13160.0,42.78118508259966,51.29639845535503,45.88145896656535,186580.0,25.010825322594613,7.739307535641548,30.943831064422767,0.5846220780070731,42.78118508259966,42.78118508259966,0.5846220780070731,0.5846220780070731,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/003230/total"" target=""_blank"">Naver Mobile</a>"
094970,제이엠티,,79.25,94.3,58.0,94.7,70.0,3740.0,626.0,1185.0,444.0,282.0,345.0,-51.0,166.89189189189187,-18.26086956521739,652.9411764705882,11583.0,3.1561181434599157,0.32288698955365625,10.23051023051023,0.018911153248261845,166.89189189189187,166.89189189189187,0.018911153248261845,0.018911153248261845,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/094970/total"" target=""_blank"">Naver Mobile</a>"
171120,라이온켐텍,,79.225,83.9,62.1,93.2,77.7,2340.0,840.0,414.0,138.0,128.0,68.0,-49.0,200.0,88.23529411764706,361.2244897959184,3913.0,5.6521739130434785,0.5980066445182725,10.580117556861742,0.02826086956521739,200.0,200.0,0.02826086956521739,0.02826086956521739,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/171120/total"" target=""_blank"">Naver Mobile</a>"
259630,엠플러스,,79.175,95.0,73.6,77.3,70.8,15800.0,1913.0,2381.0,897.0,972.0,274.0,296.0,165.44035674470456,254.74452554744525,228.3783783783784,9228.0,6.635867282654347,1.7121803207628956,25.801907238838318,0.04011032986887433,165.44035674470456,165.44035674470456,0.04011032986887433,0.04011032986887433,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/259630/total"" target=""_blank"">Naver Mobile</a>"
058470,리노공업,,78.975,66.5,85.0,99.0,65.4,101000.0,76974.0,2138.0,1602.0,530.0,519.0,385.0,33.458177278402,2.119460500963391,37.66233766233766,9328.0,47.240411599625816,10.827615780445969,22.92024013722127,1.411924242212697,33.458177278402,33.458177278402,1.411924242212697,1.411924242212697,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/058470/total"" target=""_blank"">Naver Mobile</a>"
095340,ISC,,78.95,90.0,78.5,92.6,54.7,224500.0,47587.0,3292.0,2156.0,966.0,1025.0,322.0,52.69016697588126,-5.75609756097561,200.0,25621.0,68.19562575941677,8.762343390187736,12.848834940088208,1.2942761367720295,52.69016697588126,52.69016697588126,1.2942761367720295,1.2942761367720295,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/095340/total"" target=""_blank"">Naver Mobile</a>"
323350,다원넥스뷰,,78.75000000000001,90.9,82.7,84.8,56.6,25800.0,2067.0,527.0,-504.0,106.0,316.0,13.0,204.56349206349205,-66.45569620253164,715.3846153846155,2455.0,48.95635673624288,10.509164969450103,21.466395112016293,0.2393210843362407,204.56349206349205,204.56349206349205,0.2393210843362407,0.2393210843362407,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/323350/total"" target=""_blank"">Naver Mobile</a>"
368770,파이버프로,,78.67500000000001,92.1,80.7,92.8,49.1,19990.0,6568.0,387.0,222.0,145.0,86.0,41.0,74.32432432432432,68.6046511627907,253.65853658536585,1455.0,51.65374677002584,13.738831615120274,26.5979381443299,0.6949776838148931,74.32432432432432,74.32432432432432,0.6949776838148931,0.6949776838148931,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/368770/total"" target=""_blank"">Naver Mobile</a>"
035900,JYP Ent.,,78.675,62.4,76.3,92.3,83.7,63500.0,22563.0,3469.0,3811.0,902.0,779.0,1952.0,-8.974022566255575,15.789473684210526,-53.790983606557376,17739.0,18.30498702796195,3.57968318394498,19.555781047409663,,-8.974022566255575,-8.974022566255575,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/035900/total"" target=""_blank"">Naver Mobile</a>"
009140,경인전자,,78.625,95.0,56.9,98.9,63.7,27300.0,429.0,3589.0,847.0,760.0,192.0,-392.0,323.7308146399056,295.83333333333337,293.8775510204082,52810.0,7.606575647812761,0.5169475478129142,6.796061352016664,0.02349660676038442,323.7308146399056,323.7308146399056,0.02349660676038442,0.02349660676038442,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/009140/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,,78.625,71.4,82.4,94.3,66.4,38600.0,25312.0,2809.0,2043.0,829.0,546.0,591.0,37.49388154674499,51.83150183150184,40.27072758037225,7502.0,13.741545033819865,5.145294588109837,37.44334844041589,0.3665009987479632,37.49388154674499,37.49388154674499,0.3665009987479632,0.3665009987479632,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
049630,재영솔루텍,,78.6,97.3,74.3,61.6,81.2,12300.0,2876.0,859.0,221.0,397.0,379.0,-9.0,288.68778280542983,4.749340369393139,4511.111111111111,4810.0,14.318975552968569,2.557172557172557,17.85862785862786,0.049600213122351945,288.68778280542983,288.68778280542983,0.049600213122351945,0.049600213122351945,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/049630/total"" target=""_blank"">Naver Mobile</a>"
019180,티에이치엔,,78.6,97.3,61.9,75.4,79.8,7640.0,1375.0,4507.0,1576.0,914.0,1320.0,222.0,185.9771573604061,-30.757575757575754,311.7117117117117,13776.0,1.695140891945862,0.5545876887340302,32.71631823461092,0.00911478009452978,185.9771573604061,185.9771573604061,0.00911478009452978,0.00911478009452978,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/019180/total"" target=""_blank"">Naver Mobile</a>"
005930,삼성전자,,78.575,92.5,85.7,79.9,56.2,270500.0,15814184.0,14255.0,5991.0,8057.0,3300.0,1373.0,137.94024369888166,144.15151515151513,486.81718863801893,83239.0,18.975797965626096,3.249678636216197,17.125385936880548,0.137565350450225,137.94024369888166,137.94024369888166,0.137565350450225,0.137565350450225,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/005930/total"" target=""_blank"">Naver Mobile</a>"
011560,세보엠이씨,,78.55,68.3,59.2,94.9,91.8,23150.0,2396.0,3830.0,2333.0,1275.0,1043.0,881.0,64.16630947278182,22.24352828379674,44.72190692395006,27507.0,6.044386422976501,0.8416039553568183,13.923728505471333,0.09419875434070928,64.16630947278182,64.16630947278182,0.09419875434070928,0.09419875434070928,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/011560/total"" target=""_blank"">Naver Mobile</a>"
017510,세명전기,,78.525,77.8,89.4,88.9,58.0,11830.0,1804.0,869.0,403.0,187.0,200.0,155.0,115.63275434243177,-6.5,20.64516129032258,5878.0,13.613348676639816,2.0125893160939095,14.783940115685606,0.11772917417780784,115.63275434243177,115.63275434243177,0.11772917417780784,0.11772917417780784,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/017510/total"" target=""_blank"">Naver Mobile</a>"
064850,에프앤가이드,,78.525,74.2,91.2,91.1,57.6,27550.0,3144.0,1158.0,383.0,425.0,221.0,133.0,202.34986945169712,92.3076923076923,219.54887218045113,6191.0,23.791018998272886,4.450008076239703,18.704571151671782,0.11757368098501311,202.34986945169712,202.34986945169712,0.11757368098501311,0.11757368098501311,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/064850/total"" target=""_blank"">Naver Mobile</a>"
204620,글로벌텍스프리,,78.5,58.6,83.9,97.0,74.5,6240.0,4386.0,490.0,165.0,72.0,194.0,76.0,196.96969696969697,-62.88659793814433,-5.263157894736842,2202.0,12.73469387755102,2.8337874659400546,22.252497729336966,0.0646530612244898,196.96969696969697,196.96969696969697,0.0646530612244898,0.0646530612244898,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/204620/total"" target=""_blank"">Naver Mobile</a>"
125020,티씨머티리얼즈,,78.35000000000001,87.4,45.2,94.5,86.3,6680.0,2341.0,133.0,,139.0,40.0,53.0,,247.5,162.26415094339623,2361.0,50.225563909774436,2.8293096145700973,5.633206268530284,,,,,,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/125020/total"" target=""_blank"">Naver Mobile</a>"
054040,한국컴퓨터,,78.325,78.4,57.4,87.4,90.1,5560.0,894.0,1557.0,883.0,362.0,637.0,84.0,76.33069082672706,-43.17111459968603,330.9523809523809,10554.0,3.57096981374438,0.5268144779230624,14.752700397953383,0.046782883464930085,76.33069082672706,76.33069082672706,0.046782883464930085,0.046782883464930085,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/054040/total"" target=""_blank"">Naver Mobile</a>"
353200,대덕전자,,78.325,92.4,62.7,86.2,72.0,135800.0,67108.0,1999.0,327.0,921.0,518.0,-115.0,511.31498470948014,77.7992277992278,900.8695652173913,18590.0,67.93396698349174,7.305002689618075,10.753093060785368,0.1328612871028816,511.31498470948014,511.31498470948014,0.1328612871028816,0.1328612871028816,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/353200/total"" target=""_blank"">Naver Mobile</a>"
031510,오스템,,78.32499999999999,85.8,74.6,82.9,70.0,1035.0,290.0,424.0,-1430.0,301.0,-32.0,-90.0,129.65034965034965,1040.625,434.4444444444444,2725.0,2.4410377358490565,0.3798165137614679,15.559633027522935,0.018827853086645904,129.65034965034965,129.65034965034965,0.018827853086645904,0.018827853086645904,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/031510/total"" target=""_blank"">Naver Mobile</a>"
071970,HD현대마린엔진,,78.19999999999999,85.2,90.1,82.6,54.9,79200.0,26866.0,5288.0,2445.0,830.0,3304.0,409.0,116.27811860940696,-74.87893462469734,102.93398533007334,14731.0,14.97730711043873,5.376417079627996,35.89708777408187,0.12880589477672422,116.27811860940696,116.27811860940696,0.12880589477672422,0.12880589477672422,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver Mobile</a>"
031330,에스에이엠티,,78.1,100.0,64.4,76.8,71.2,14300.0,14299.0,3059.0,503.0,2420.0,344.0,119.0,508.15109343936376,603.4883720930233,1933.613445378151,7225.0,4.674730304020922,1.9792387543252594,42.339100346020764,0.009199488822075602,508.15109343936376,508.15109343936376,0.009199488822075602,0.009199488822075602,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/031330/total"" target=""_blank"">Naver Mobile</a>"
099410,동방선기,,78.025,76.5,82.2,88.3,65.1,4865.0,681.0,651.0,453.0,106.0,306.0,22.0,43.70860927152318,-65.359477124183,381.8181818181818,3665.0,7.473118279569892,1.3274215552523874,17.762619372442018,0.17097588791137178,43.70860927152318,43.70860927152318,0.17097588791137178,0.17097588791137178,Report EPS/BPS,"<a href=""https://m.stock.naver.com/domestic/stock/099410/total"" target=""_blank"">Naver Mobile</a>"
