Symbol,Name,corp_code,year_requested,reprt_requested,year_fetched,reprt_fetched,ok,final_fs,status,rows,message,used_source,file_cfs,file_ofs,exists_cfs,exists_ofs,http_status,attempt_log
005880,대한해운,00113535,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\005880\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\005880\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
005880,대한해운,00113535,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\005880\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\005880\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
005880,대한해운,00113535,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\005880\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\005880\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
005880,대한해운,00113535,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\005880\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\005880\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
003830,대한화섬,00113544,2025,11013,2025.0,11013,True,OFS,,0,,cached,Dart_Report\003830\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\003830\raw_FS_2025Q1_11013_OFS.csv,False,True,,fiscal_month=12
003830,대한화섬,00113544,2025,11012,2025.0,11012,True,OFS,,0,,cached,Dart_Report\003830\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\003830\raw_FS_2025Q2_11012_OFS.csv,False,True,,fiscal_month=12
003830,대한화섬,00113544,2025,11014,2025.0,11014,True,OFS,,0,,cached,Dart_Report\003830\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\003830\raw_FS_2025Q3_11014_OFS.csv,False,True,,fiscal_month=12
003830,대한화섬,00113544,2025,11011,2025.0,11011,True,OFS,,0,,cached,Dart_Report\003830\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\003830\raw_FS_2025Q4_11011_OFS.csv,False,True,,fiscal_month=12
016090,대현,00113614,2025,11013,2025.0,11013,True,OFS,,0,,cached,Dart_Report\016090\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\016090\raw_FS_2025Q1_11013_OFS.csv,False,True,,fiscal_month=12
016090,대현,00113614,2025,11012,2025.0,11012,True,OFS,,0,,cached,Dart_Report\016090\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\016090\raw_FS_2025Q2_11012_OFS.csv,False,True,,fiscal_month=12
016090,대현,00113614,2025,11014,2025.0,11014,True,OFS,,0,,cached,Dart_Report\016090\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\016090\raw_FS_2025Q3_11014_OFS.csv,False,True,,fiscal_month=12
016090,대현,00113614,2025,11011,2025.0,11011,True,OFS,,0,,cached,Dart_Report\016090\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\016090\raw_FS_2025Q4_11011_OFS.csv,False,True,,fiscal_month=12
069460,대호에이엘,00428729,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\069460\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\069460\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
069460,대호에이엘,00428729,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\069460\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\069460\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
069460,대호에이엘,00428729,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\069460\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\069460\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
069460,대호에이엘,00428729,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\069460\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\069460\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
475560,더본코리아,00968607,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\475560\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\475560\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
475560,더본코리아,00968607,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\475560\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\475560\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
475560,더본코리아,00968607,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\475560\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\475560\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
475560,더본코리아,00968607,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\475560\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\475560\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
192080,더블유게임즈,01010110,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\192080\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\192080\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
192080,더블유게임즈,01010110,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\192080\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\192080\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
192080,더블유게임즈,01010110,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\192080\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\192080\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
192080,더블유게임즈,01010110,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\192080\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\192080\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
012510,더존비즈온,00172291,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\012510\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\012510\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
012510,더존비즈온,00172291,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\012510\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\012510\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
012510,더존비즈온,00172291,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\012510\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\012510\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
012510,더존비즈온,00172291,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\012510\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\012510\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
004830,덕성,00114093,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\004830\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\004830\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
004830,덕성,00114093,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\004830\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\004830\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
004830,덕성,00114093,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\004830\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\004830\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
004830,덕성,00114093,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\004830\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\004830\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
145720,덴티움,00526599,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\145720\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\145720\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
145720,덴티움,00526599,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\145720\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\145720\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
145720,덴티움,00526599,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\145720\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\145720\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
145720,덴티움,00526599,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\145720\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\145720\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
002150,도화엔지니어링,00114552,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\002150\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\002150\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
002150,도화엔지니어링,00114552,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\002150\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\002150\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
002150,도화엔지니어링,00114552,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\002150\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\002150\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
002150,도화엔지니어링,00114552,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\002150\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\002150\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
460850,동국씨엠,01765256,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\460850\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\460850\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
460850,동국씨엠,01765256,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\460850\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\460850\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
460850,동국씨엠,01765256,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\460850\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\460850\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
460850,동국씨엠,01765256,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\460850\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\460850\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
460860,동국제강,01765265,2025,11013,2025.0,11013,True,OFS,,0,,cached,Dart_Report\460860\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\460860\raw_FS_2025Q1_11013_OFS.csv,False,True,,fiscal_month=12
460860,동국제강,01765265,2025,11012,2025.0,11012,True,OFS,,0,,cached,Dart_Report\460860\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\460860\raw_FS_2025Q2_11012_OFS.csv,False,True,,fiscal_month=12
460860,동국제강,01765265,2025,11014,2025.0,11014,True,OFS,,0,,cached,Dart_Report\460860\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\460860\raw_FS_2025Q3_11014_OFS.csv,False,True,,fiscal_month=12
460860,동국제강,01765265,2025,11011,2025.0,11011,True,OFS,,0,,cached,Dart_Report\460860\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\460860\raw_FS_2025Q4_11011_OFS.csv,False,True,,fiscal_month=12
001230,동국홀딩스,00114792,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\001230\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\001230\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
001230,동국홀딩스,00114792,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\001230\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\001230\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
001230,동국홀딩스,00114792,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\001230\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\001230\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
001230,동국홀딩스,00114792,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\001230\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\001230\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
023450,동남합성,00115065,2025,11013,2025.0,11013,True,OFS,,0,,cached,Dart_Report\023450\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\023450\raw_FS_2025Q1_11013_OFS.csv,False,True,,fiscal_month=12
023450,동남합성,00115065,2025,11012,2025.0,11012,True,OFS,,0,,cached,Dart_Report\023450\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\023450\raw_FS_2025Q2_11012_OFS.csv,False,True,,fiscal_month=12
023450,동남합성,00115065,2025,11014,2025.0,11014,True,OFS,,0,,cached,Dart_Report\023450\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\023450\raw_FS_2025Q3_11014_OFS.csv,False,True,,fiscal_month=12
023450,동남합성,00115065,2025,11011,2025.0,11011,True,OFS,,0,,cached,Dart_Report\023450\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\023450\raw_FS_2025Q4_11011_OFS.csv,False,True,,fiscal_month=12
004140,동방,00115287,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\004140\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\004140\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
004140,동방,00115287,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\004140\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\004140\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
004140,동방,00115287,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\004140\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\004140\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
004140,동방,00115287,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\004140\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\004140\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
007590,동방아그로,00115384,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\007590\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\007590\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
007590,동방아그로,00115384,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\007590\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\007590\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
007590,동방아그로,00115384,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\007590\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\007590\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
007590,동방아그로,00115384,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\007590\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\007590\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
005960,동부건설,00115612,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\005960\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\005960\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
005960,동부건설,00115612,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\005960\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\005960\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
005960,동부건설,00115612,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\005960\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\005960\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
005960,동부건설,00115612,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\005960\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\005960\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
026960,동서,00144395,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\026960\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\026960\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
026960,동서,00144395,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\026960\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\026960\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
026960,동서,00144395,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\026960\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\026960\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
026960,동서,00144395,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\026960\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\026960\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
002210,동성제약,00116268,2025,11013,2025.0,11013,True,OFS,,0,,cached,Dart_Report\002210\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\002210\raw_FS_2025Q1_11013_OFS.csv,False,True,,fiscal_month=12
002210,동성제약,00116268,2025,11012,2025.0,11012,True,OFS,,0,,cached,Dart_Report\002210\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\002210\raw_FS_2025Q2_11012_OFS.csv,False,True,,fiscal_month=12
002210,동성제약,00116268,2025,11014,2025.0,11014,True,OFS,,0,,cached,Dart_Report\002210\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\002210\raw_FS_2025Q3_11014_OFS.csv,False,True,,fiscal_month=12
002210,동성제약,00116268,2025,11011,2025.0,11011,True,OFS,,0,,cached,Dart_Report\002210\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\002210\raw_FS_2025Q4_11011_OFS.csv,False,True,,fiscal_month=12
102260,동성케미컬,00679314,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\102260\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\102260\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
102260,동성케미컬,00679314,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\102260\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\102260\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
102260,동성케미컬,00679314,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\102260\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\102260\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
102260,동성케미컬,00679314,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\102260\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\102260\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
000640,동아쏘시오홀딩스,00116824,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\000640\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\000640\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
000640,동아쏘시오홀딩스,00116824,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\000640\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\000640\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
000640,동아쏘시오홀딩스,00116824,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\000640\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\000640\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
000640,동아쏘시오홀딩스,00116824,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\000640\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\000640\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
170900,동아에스티,00956930,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\170900\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\170900\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
170900,동아에스티,00956930,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\170900\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\170900\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
170900,동아에스티,00956930,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\170900\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\170900\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
170900,동아에스티,00956930,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\170900\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\170900\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
028100,동아지질,00178754,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\028100\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\028100\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
028100,동아지질,00178754,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\028100\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\028100\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
028100,동아지질,00178754,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\028100\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\028100\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
028100,동아지질,00178754,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\028100\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\028100\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
001520,동양,00117337,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\001520\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\001520\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
001520,동양,00117337,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\001520\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\001520\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
001520,동양,00117337,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\001520\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\001520\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
001520,동양,00117337,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\001520\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\001520\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
084670,동양고속,00540641,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\084670\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\084670\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
084670,동양고속,00540641,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\084670\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\084670\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
084670,동양고속,00540641,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\084670\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\084670\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
084670,동양고속,00540641,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\084670\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\084670\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
082640,동양생명,00117267,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\082640\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\082640\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
082640,동양생명,00117267,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\082640\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\082640\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
082640,동양생명,00117267,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\082640\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\082640\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
082640,동양생명,00117267,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\082640\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\082640\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
008970,KBI동양철관,00117629,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\008970\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\008970\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
008970,KBI동양철관,00117629,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\008970\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\008970\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
008970,KBI동양철관,00117629,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\008970\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\008970\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
008970,KBI동양철관,00117629,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\008970\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\008970\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
018500,동원금속,00118008,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\018500\raw_FS_2025Q2_11013_CFS.csv,Dart_Report\018500\raw_FS_2025Q2_11013_OFS.csv,True,False,,fiscal_month=3
018500,동원금속,00118008,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\018500\raw_FS_2025Q3_11012_CFS.csv,Dart_Report\018500\raw_FS_2025Q3_11012_OFS.csv,True,False,,fiscal_month=3
018500,동원금속,00118008,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\018500\raw_FS_2025Q4_11014_CFS.csv,Dart_Report\018500\raw_FS_2025Q4_11014_OFS.csv,True,False,,fiscal_month=3
018500,동원금속,00118008,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\018500\raw_FS_2025Q1_11011_CFS.csv,Dart_Report\018500\raw_FS_2025Q1_11011_OFS.csv,True,False,,fiscal_month=3
006040,동원산업,00118026,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\006040\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\006040\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
006040,동원산업,00118026,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\006040\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\006040\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
006040,동원산업,00118026,2025,11014,2025.0,11014,True,CFS,,0,,cached,Dart_Report\006040\raw_FS_2025Q3_11014_CFS.csv,Dart_Report\006040\raw_FS_2025Q3_11014_OFS.csv,True,False,,fiscal_month=12
006040,동원산업,00118026,2025,11011,2025.0,11011,True,CFS,,0,,cached,Dart_Report\006040\raw_FS_2025Q4_11011_CFS.csv,Dart_Report\006040\raw_FS_2025Q4_11011_OFS.csv,True,False,,fiscal_month=12
030720,동원수산,00118044,2025,11013,2025.0,11013,True,CFS,,0,,cached,Dart_Report\030720\raw_FS_2025Q1_11013_CFS.csv,Dart_Report\030720\raw_FS_2025Q1_11013_OFS.csv,True,False,,fiscal_month=12
030720,동원수산,00118044,2025,11012,2025.0,11012,True,CFS,,0,,cached,Dart_Report\030720\raw_FS_2025Q2_11012_CFS.csv,Dart_Report\030720\raw_FS_2025Q2_11012_OFS.csv,True,False,,fiscal_month=12
