Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Error,Links
210980,SK디앤디,94.06207276914252,100.0,95.99119603864712,67.88875961481847,65.5079559599778,,"<a href=""https://m.stock.naver.com/domestic/stock/210980/total"" target=""_blank"">Naver</a>"
334890,이지스밸류플러스리츠,92.4619209908312,100.0,95.23757038286813,76.5252839511418,20.0,,"<a href=""https://m.stock.naver.com/domestic/stock/334890/total"" target=""_blank"">Naver</a>"
037270,YG PLUS,91.54443565063293,97.7818102833997,75.53680625795495,97.1599411591113,85.50307600386502,,"<a href=""https://m.stock.naver.com/domestic/stock/037270/total"" target=""_blank"">Naver</a>"
278470,에이피알,89.04271343381944,90.80879550213541,84.33039120817301,96.37126184529417,76.75424291931043,,"<a href=""https://m.stock.naver.com/domestic/stock/278470/total"" target=""_blank"">Naver</a>"
006890,태경케미컬,88.8674115720963,90.80094625617933,83.97989337742162,99.57466474802155,68.68807998462282,,"<a href=""https://m.stock.naver.com/domestic/stock/006890/total"" target=""_blank"">Naver</a>"
078000,텔코웨어,88.71779472698746,93.484904843524,75.12045612196732,99.78041480276376,77.37392620209694,,"<a href=""https://m.stock.naver.com/domestic/stock/078000/total"" target=""_blank"">Naver</a>"
009900,명신산업,88.44375447394793,93.17586107962036,77.88104361808718,86.0734453678828,89.21264769731283,,"<a href=""https://m.stock.naver.com/domestic/stock/009900/total"" target=""_blank"">Naver</a>"
022100,포스코DX,86.37100230256456,94.24395413670045,64.97831806471243,92.80320039335751,85.9946053006086,,"<a href=""https://m.stock.naver.com/domestic/stock/022100/total"" target=""_blank"">Naver</a>"
100840,SNT에너지,85.8496374213636,97.02756445600347,64.96322388470658,73.47410343480378,80.89764866208974,,"<a href=""https://m.stock.naver.com/domestic/stock/100840/total"" target=""_blank"">Naver</a>"
039130,하나투어,85.79034583010795,100.0,69.09879849735871,56.71348718517656,56.88594974501271,,"<a href=""https://m.stock.naver.com/domestic/stock/039130/total"" target=""_blank"">Naver</a>"
034230,파라다이스,85.63602518173948,100.0,59.76451909519303,69.62821408385803,74.64147999110845,,"<a href=""https://m.stock.naver.com/domestic/stock/034230/total"" target=""_blank"">Naver</a>"
009420,한올바이오파마,84.35387569289398,95.86003735581032,58.57097054260603,98.3350299625639,47.232152949997875,,"<a href=""https://m.stock.naver.com/domestic/stock/009420/total"" target=""_blank"">Naver</a>"
002460,HS화성,84.19911567777767,96.44342655586746,59.157501701827506,79.4644564258077,71.94477352439101,,"<a href=""https://m.stock.naver.com/domestic/stock/002460/total"" target=""_blank"">Naver</a>"
010120,LS ELECTRIC,83.25270696055874,92.89607514439943,58.91553582271239,89.23468140863584,77.25419554754778,,"<a href=""https://m.stock.naver.com/domestic/stock/010120/total"" target=""_blank"">Naver</a>"
047040,대우건설,83.18507875852296,89.93726620108986,69.25266467888308,81.61667687836194,74.95770360624158,,"<a href=""https://m.stock.naver.com/domestic/stock/047040/total"" target=""_blank"">Naver</a>"
373220,LG에너지솔루션,82.9970698623334,96.3102271168979,54.639395042393744,83.24119827392511,64.53930008407438,,"<a href=""https://m.stock.naver.com/domestic/stock/373220/total"" target=""_blank"">Naver</a>"
005850,에스엘,82.65594918563882,88.90461214431775,62.294070380685376,94.96127748019322,84.87073111715014,,"<a href=""https://m.stock.naver.com/domestic/stock/005850/total"" target=""_blank"">Naver</a>"
071970,HD현대마린엔진,82.2105289882314,93.4360472622812,69.38301106222646,65.81247394879517,44.43800940853092,,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver</a>"
100250,진양홀딩스,82.16720286360373,87.65597280648603,75.15614706674769,70.05263424888926,75.58637976272522,,"<a href=""https://m.stock.naver.com/domestic/stock/100250/total"" target=""_blank"">Naver</a>"
005430,한국공항,82.06524425520884,91.8421629081865,50.546123106806476,99.31230272181406,87.84370922827831,,"<a href=""https://m.stock.naver.com/domestic/stock/005430/total"" target=""_blank"">Naver</a>"
025540,한국단자,81.69730739770341,87.28838933529455,64.45549100966905,97.62084562675238,68.96632962868367,,"<a href=""https://m.stock.naver.com/domestic/stock/025540/total"" target=""_blank"">Naver</a>"
