Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Links
277880,티에스아이,72.5,100.0,63.7,64.9,61.4,"<a href=""https://m.stock.naver.com/domestic/stock/277880/total"" target=""_blank"">Naver Mobile</a>"
005090,SGC에너지,71.95,83.3,62.6,61.6,80.3,"<a href=""https://m.stock.naver.com/domestic/stock/005090/total"" target=""_blank"">Naver Mobile</a>"
017800,현대엘리베이터,71.32499999999999,80.5,51.6,68.8,84.4,"<a href=""https://m.stock.naver.com/domestic/stock/017800/total"" target=""_blank"">Naver Mobile</a>"
086710,선진뷰티사이언스,70.925,72.1,66.6,87.3,57.7,"<a href=""https://m.stock.naver.com/domestic/stock/086710/total"" target=""_blank"">Naver Mobile</a>"
195870,해성디에스,70.925,50.0,69.5,98.0,66.2,"<a href=""https://m.stock.naver.com/domestic/stock/195870/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,68.875,100.0,67.9,59.3,48.3,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
080470,성창오토텍,68.35,67.6,55.0,68.0,82.8,"<a href=""https://m.stock.naver.com/domestic/stock/080470/total"" target=""_blank"">Naver Mobile</a>"
054930,유신,67.85,50.0,52.3,80.6,88.5,"<a href=""https://m.stock.naver.com/domestic/stock/054930/total"" target=""_blank"">Naver Mobile</a>"
372910,한컴라이프케어,67.0,76.3,54.6,85.9,51.2,"<a href=""https://m.stock.naver.com/domestic/stock/372910/total"" target=""_blank"">Naver Mobile</a>"
263810,상신전자,67.0,71.5,50.3,78.9,67.3,"<a href=""https://m.stock.naver.com/domestic/stock/263810/total"" target=""_blank"">Naver Mobile</a>"
023810,인팩,65.15,64.4,52.3,66.4,77.5,"<a href=""https://m.stock.naver.com/domestic/stock/023810/total"" target=""_blank"">Naver Mobile</a>"
000650,천일고속,64.725,54.7,42.5,69.0,92.7,"<a href=""https://m.stock.naver.com/domestic/stock/000650/total"" target=""_blank"">Naver Mobile</a>"
012860,모베이스전자,62.625,62.1,51.6,61.7,75.1,"<a href=""https://m.stock.naver.com/domestic/stock/012860/total"" target=""_blank"">Naver Mobile</a>"
074600,원익QnC,61.900000000000006,50.0,59.4,70.9,67.3,"<a href=""https://m.stock.naver.com/domestic/stock/074600/total"" target=""_blank"">Naver Mobile</a>"
402340,SK스퀘어,60.5,,42.8,58.1,80.6,"<a href=""https://m.stock.naver.com/domestic/stock/402340/total"" target=""_blank"">Naver Mobile</a>"
011390,부산산업,60.125,50.0,49.4,78.5,62.6,"<a href=""https://m.stock.naver.com/domestic/stock/011390/total"" target=""_blank"">Naver Mobile</a>"
039490,키움증권,50.5,,64.5,37.0,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/039490/total"" target=""_blank"">Naver Mobile</a>"
016360,삼성증권,49.56666666666666,,82.0,16.7,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/016360/total"" target=""_blank"">Naver Mobile</a>"
