Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Links
356890,싸이버원,86.375,100.0,74.8,93.8,76.9,"<a href=""https://m.stock.naver.com/domestic/stock/356890/total"" target=""_blank"">Naver Mobile</a>"
335890,비올,86.22500000000001,100.0,100.0,96.1,48.8,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver Mobile</a>"
278470,에이피알,85.9,97.2,84.5,95.3,66.6,"<a href=""https://m.stock.naver.com/domestic/stock/278470/total"" target=""_blank"">Naver Mobile</a>"
052420,오성첨단소재,85.82499999999999,100.0,69.4,98.8,75.1,"<a href=""https://m.stock.naver.com/domestic/stock/052420/total"" target=""_blank"">Naver Mobile</a>"
031980,피에스케이홀딩스,85.8,100.0,93.0,98.8,51.4,"<a href=""https://m.stock.naver.com/domestic/stock/031980/total"" target=""_blank"">Naver Mobile</a>"
277070,린드먼아시아,85.05000000000001,100.0,83.0,91.1,66.1,"<a href=""https://m.stock.naver.com/domestic/stock/277070/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,84.69999999999999,100.0,79.4,89.5,69.9,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
214450,파마리서치,84.525,100.0,94.3,95.5,48.3,"<a href=""https://m.stock.naver.com/domestic/stock/214450/total"" target=""_blank"">Naver Mobile</a>"
211050,인카금융서비스,84.30000000000001,100.0,77.4,70.2,89.6,"<a href=""https://m.stock.naver.com/domestic/stock/211050/total"" target=""_blank"">Naver Mobile</a>"
058470,리노공업,83.975,77.3,91.6,98.8,68.2,"<a href=""https://m.stock.naver.com/domestic/stock/058470/total"" target=""_blank"">Naver Mobile</a>"
011200,HMM,83.725,90.1,88.5,77.8,78.5,"<a href=""https://m.stock.naver.com/domestic/stock/011200/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,83.5,83.1,98.1,97.8,55.0,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
064350,현대로템,83.45,93.6,69.5,83.7,87.0,"<a href=""https://m.stock.naver.com/domestic/stock/064350/total"" target=""_blank"">Naver Mobile</a>"
036930,주성엔지니어링,83.44999999999999,100.0,94.7,89.1,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/036930/total"" target=""_blank"">Naver Mobile</a>"
052600,한네트,83.39999999999999,78.1,75.3,98.4,81.8,"<a href=""https://m.stock.naver.com/domestic/stock/052600/total"" target=""_blank"">Naver Mobile</a>"
004800,효성,83.39999999999999,100.0,77.6,72.6,,"<a href=""https://m.stock.naver.com/domestic/stock/004800/total"" target=""_blank"">Naver Mobile</a>"
145020,휴젤,83.375,96.7,93.7,95.3,47.8,"<a href=""https://m.stock.naver.com/domestic/stock/145020/total"" target=""_blank"">Naver Mobile</a>"
071970,HD현대마린엔진,82.925,100.0,81.2,85.8,64.7,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver Mobile</a>"
234080,JW생명과학,82.45,86.2,82.2,86.7,74.7,"<a href=""https://m.stock.naver.com/domestic/stock/234080/total"" target=""_blank"">Naver Mobile</a>"
333050,모코엠시스,82.15,87.5,67.9,98.3,74.9,"<a href=""https://m.stock.naver.com/domestic/stock/333050/total"" target=""_blank"">Naver Mobile</a>"
095340,ISC,81.55,90.2,84.3,92.5,59.2,"<a href=""https://m.stock.naver.com/domestic/stock/095340/total"" target=""_blank"">Naver Mobile</a>"
402340,SK스퀘어,81.55,,67.6,95.5,,"<a href=""https://m.stock.naver.com/domestic/stock/402340/total"" target=""_blank"">Naver Mobile</a>"
080010,이상네트웍스,81.39999999999999,74.8,75.6,98.4,76.8,"<a href=""https://m.stock.naver.com/domestic/stock/080010/total"" target=""_blank"">Naver Mobile</a>"
296640,이노룰스,80.425,100.0,63.0,91.4,67.3,"<a href=""https://m.stock.naver.com/domestic/stock/296640/total"" target=""_blank"">Naver Mobile</a>"
347740,피엔케이피부임상연구센타,80.175,87.6,86.3,92.0,54.8,"<a href=""https://m.stock.naver.com/domestic/stock/347740/total"" target=""_blank"">Naver Mobile</a>"
318160,셀바이오휴먼텍,80.03333333333335,,69.6,97.2,73.3,"<a href=""https://m.stock.naver.com/domestic/stock/318160/total"" target=""_blank"">Naver Mobile</a>"
109070,주성코퍼레이션,79.975,100.0,52.1,80.7,87.1,"<a href=""https://m.stock.naver.com/domestic/stock/109070/total"" target=""_blank"">Naver Mobile</a>"
017510,세명전기,79.95,100.0,84.6,87.9,47.3,"<a href=""https://m.stock.naver.com/domestic/stock/017510/total"" target=""_blank"">Naver Mobile</a>"
332370,아이디피,79.89999999999999,89.9,88.0,93.5,48.2,"<a href=""https://m.stock.naver.com/domestic/stock/332370/total"" target=""_blank"">Naver Mobile</a>"
035900,JYP Ent.,79.42500000000001,55.9,83.5,94.7,83.6,"<a href=""https://m.stock.naver.com/domestic/stock/035900/total"" target=""_blank"">Naver Mobile</a>"
042700,한미반도체,79.17499999999998,84.8,92.9,97.1,41.9,"<a href=""https://m.stock.naver.com/domestic/stock/042700/total"" target=""_blank"">Naver Mobile</a>"
207940,삼성바이오로직스,78.875,93.0,89.4,87.8,45.3,"<a href=""https://m.stock.naver.com/domestic/stock/207940/total"" target=""_blank"">Naver Mobile</a>"
042000,카페24,78.775,88.3,58.5,85.1,83.2,"<a href=""https://m.stock.naver.com/domestic/stock/042000/total"" target=""_blank"">Naver Mobile</a>"
179290,엠아이텍,78.7,70.4,100.0,98.7,45.7,"<a href=""https://m.stock.naver.com/domestic/stock/179290/total"" target=""_blank"">Naver Mobile</a>"
263860,지니언스,78.14999999999999,78.6,82.1,88.1,63.8,"<a href=""https://m.stock.naver.com/domestic/stock/263860/total"" target=""_blank"">Naver Mobile</a>"
194480,데브시스터즈,78.125,100.0,64.4,66.0,82.1,"<a href=""https://m.stock.naver.com/domestic/stock/194480/total"" target=""_blank"">Naver Mobile</a>"
326030,SK바이오팜,77.975,100.0,71.4,78.6,61.9,"<a href=""https://m.stock.naver.com/domestic/stock/326030/total"" target=""_blank"">Naver Mobile</a>"
033500,동성화인텍,77.75,87.6,65.1,86.4,71.9,"<a href=""https://m.stock.naver.com/domestic/stock/033500/total"" target=""_blank"">Naver Mobile</a>"
064760,티씨케이,77.72500000000001,59.4,88.9,98.8,63.8,"<a href=""https://m.stock.naver.com/domestic/stock/064760/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,77.15,100.0,87.8,71.3,49.5,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
253590,네오셈,76.55,79.3,77.1,80.4,69.4,"<a href=""https://m.stock.naver.com/domestic/stock/253590/total"" target=""_blank"">Naver Mobile</a>"
083500,에프엔에스테크,75.47500000000001,100.0,69.3,78.8,53.8,"<a href=""https://m.stock.naver.com/domestic/stock/083500/total"" target=""_blank"">Naver Mobile</a>"
204620,글로벌텍스프리,75.0,83.3,53.1,86.9,76.7,"<a href=""https://m.stock.naver.com/domestic/stock/204620/total"" target=""_blank"">Naver Mobile</a>"
002290,삼일기업공사,74.925,62.7,53.4,98.3,85.3,"<a href=""https://m.stock.naver.com/domestic/stock/002290/total"" target=""_blank"">Naver Mobile</a>"
171090,선익시스템,74.65,98.9,73.8,52.3,73.6,"<a href=""https://m.stock.naver.com/domestic/stock/171090/total"" target=""_blank"">Naver Mobile</a>"
020710,시공테크,74.475,66.7,69.5,79.8,81.9,"<a href=""https://m.stock.naver.com/domestic/stock/020710/total"" target=""_blank"">Naver Mobile</a>"
403870,HPSP,73.525,50.0,97.2,96.9,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/403870/total"" target=""_blank"">Naver Mobile</a>"
216050,인크로스,73.525,50.0,86.3,79.1,78.7,"<a href=""https://m.stock.naver.com/domestic/stock/216050/total"" target=""_blank"">Naver Mobile</a>"
092460,한라IMS,73.5,69.8,67.4,98.8,58.0,"<a href=""https://m.stock.naver.com/domestic/stock/092460/total"" target=""_blank"">Naver Mobile</a>"
303360,프로티아,73.03333333333332,,65.8,86.6,66.7,"<a href=""https://m.stock.naver.com/domestic/stock/303360/total"" target=""_blank"">Naver Mobile</a>"
071280,로체시스템즈,72.775,73.8,68.4,93.4,55.5,"<a href=""https://m.stock.naver.com/domestic/stock/071280/total"" target=""_blank"">Naver Mobile</a>"
082920,비츠로셀,72.575,58.4,84.4,97.2,50.3,"<a href=""https://m.stock.naver.com/domestic/stock/082920/total"" target=""_blank"">Naver Mobile</a>"
006910,보성파워텍,72.2,88.3,52.1,96.7,51.7,"<a href=""https://m.stock.naver.com/domestic/stock/006910/total"" target=""_blank"">Naver Mobile</a>"
413630,씨피시스템,72.2,,52.9,98.3,65.4,"<a href=""https://m.stock.naver.com/domestic/stock/413630/total"" target=""_blank"">Naver Mobile</a>"
007370,진양제약,72.05,83.3,73.9,82.0,49.0,"<a href=""https://m.stock.naver.com/domestic/stock/007370/total"" target=""_blank"">Naver Mobile</a>"
215090,솔디펜스,71.89999999999999,100.0,52.0,86.2,49.4,"<a href=""https://m.stock.naver.com/domestic/stock/215090/total"" target=""_blank"">Naver Mobile</a>"
300080,플리토,71.75,97.9,40.0,66.8,82.3,"<a href=""https://m.stock.naver.com/domestic/stock/300080/total"" target=""_blank"">Naver Mobile</a>"
100840,SNT에너지,71.5,66.7,59.5,86.7,73.1,"<a href=""https://m.stock.naver.com/domestic/stock/100840/total"" target=""_blank"">Naver Mobile</a>"
140860,파크시스템스,71.325,67.9,79.0,90.8,47.6,"<a href=""https://m.stock.naver.com/domestic/stock/140860/total"" target=""_blank"">Naver Mobile</a>"
206650,유바이오로직스,71.19999999999999,100.0,66.6,72.8,45.4,"<a href=""https://m.stock.naver.com/domestic/stock/206650/total"" target=""_blank"">Naver Mobile</a>"
136410,아셈스,70.775,87.5,66.8,83.0,45.8,"<a href=""https://m.stock.naver.com/domestic/stock/136410/total"" target=""_blank"">Naver Mobile</a>"
281820,케이씨텍,70.575,55.1,73.2,98.8,55.2,"<a href=""https://m.stock.naver.com/domestic/stock/281820/total"" target=""_blank"">Naver Mobile</a>"
336570,원텍,70.52499999999999,50.0,84.1,98.8,49.2,"<a href=""https://m.stock.naver.com/domestic/stock/336570/total"" target=""_blank"">Naver Mobile</a>"
123330,제닉,69.675,100.0,43.2,56.7,78.8,"<a href=""https://m.stock.naver.com/domestic/stock/123330/total"" target=""_blank"">Naver Mobile</a>"
004590,한국가구,69.625,77.8,55.7,98.6,46.4,"<a href=""https://m.stock.naver.com/domestic/stock/004590/total"" target=""_blank"">Naver Mobile</a>"
069410,엔텔스,69.55,81.6,42.5,70.4,83.7,"<a href=""https://m.stock.naver.com/domestic/stock/069410/total"" target=""_blank"">Naver Mobile</a>"
059100,아이컴포넌트,69.45,98.3,49.0,67.9,62.6,"<a href=""https://m.stock.naver.com/domestic/stock/059100/total"" target=""_blank"">Naver Mobile</a>"
005690,파미셀,68.675,86.0,52.7,87.8,48.2,"<a href=""https://m.stock.naver.com/domestic/stock/005690/total"" target=""_blank"">Naver Mobile</a>"
098120,마이크로컨텍솔,68.5,50.0,62.5,91.4,70.1,"<a href=""https://m.stock.naver.com/domestic/stock/098120/total"" target=""_blank"">Naver Mobile</a>"
419120,산돌,68.0,50.0,64.3,81.8,75.9,"<a href=""https://m.stock.naver.com/domestic/stock/419120/total"" target=""_blank"">Naver Mobile</a>"
141000,비아트론,66.85,83.3,75.4,66.0,42.7,"<a href=""https://m.stock.naver.com/domestic/stock/141000/total"" target=""_blank"">Naver Mobile</a>"
204610,티쓰리,65.575,50.0,62.3,78.7,71.3,"<a href=""https://m.stock.naver.com/domestic/stock/204610/total"" target=""_blank"">Naver Mobile</a>"
087260,모바일어플라이언스,64.65,66.7,53.8,73.0,65.1,"<a href=""https://m.stock.naver.com/domestic/stock/087260/total"" target=""_blank"">Naver Mobile</a>"
093520,매커스,63.425000000000004,50.0,74.6,57.2,71.9,"<a href=""https://m.stock.naver.com/domestic/stock/093520/total"" target=""_blank"">Naver Mobile</a>"
419530,SAMG엔터,62.85,50.0,42.5,71.4,87.5,"<a href=""https://m.stock.naver.com/domestic/stock/419530/total"" target=""_blank"">Naver Mobile</a>"
036000,예림당,62.56666666666666,50.0,40.2,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/036000/total"" target=""_blank"">Naver Mobile</a>"
178780,일월지엠엘,62.35,83.3,45.8,59.7,60.6,"<a href=""https://m.stock.naver.com/domestic/stock/178780/total"" target=""_blank"">Naver Mobile</a>"
196170,알테오젠,61.575,50.0,54.1,54.7,87.5,"<a href=""https://m.stock.naver.com/domestic/stock/196170/total"" target=""_blank"">Naver Mobile</a>"
095610,테스,60.550000000000004,50.0,56.7,69.9,65.6,"<a href=""https://m.stock.naver.com/domestic/stock/095610/total"" target=""_blank"">Naver Mobile</a>"
347700,스피어,60.05,66.7,42.5,53.9,77.1,"<a href=""https://m.stock.naver.com/domestic/stock/347700/total"" target=""_blank"">Naver Mobile</a>"
272110,케이엔제이,58.775000000000006,50.0,73.0,64.8,47.3,"<a href=""https://m.stock.naver.com/domestic/stock/272110/total"" target=""_blank"">Naver Mobile</a>"
109080,옵티시스,58.425,50.7,60.5,75.8,46.7,"<a href=""https://m.stock.naver.com/domestic/stock/109080/total"" target=""_blank"">Naver Mobile</a>"
153460,네이블,55.775,50.0,40.0,61.2,71.9,"<a href=""https://m.stock.naver.com/domestic/stock/153460/total"" target=""_blank"">Naver Mobile</a>"
025560,미래산업,51.2,66.7,40.0,55.6,42.5,"<a href=""https://m.stock.naver.com/domestic/stock/025560/total"" target=""_blank"">Naver Mobile</a>"
