Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Error,Links
092130,이크레더블,68.71822348051039,50.0,98.56032317585311,99.46789740394806,82.62705892304618,,"<a href=""https://m.stock.naver.com/domestic/stock/092130/total"" target=""_blank"">Naver</a>"
340570,티앤엘,68.4425566665477,50.0,98.44578171684418,99.62611497362138,77.36999479949053,,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver</a>"
033100,제룡전기,68.42379914523411,50.0,100.0,99.42711481292999,69.62175327882228,,"<a href=""https://m.stock.naver.com/domestic/stock/033100/total"" target=""_blank"">Naver</a>"
356890,싸이버원,68.29436317074332,50.0,95.69767032531901,99.62976281385602,88.13938616055958,,"<a href=""https://m.stock.naver.com/domestic/stock/356890/total"" target=""_blank"">Naver</a>"
034950,한국기업평가,67.97811676410089,50.0,96.6521886637404,99.24801749931342,77.80535696468887,,"<a href=""https://m.stock.naver.com/domestic/stock/034950/total"" target=""_blank"">Naver</a>"
018290,브이티,67.89157590582738,50.0,97.57811879315766,97.58440484696486,74.77211445682946,,"<a href=""https://m.stock.naver.com/domestic/stock/018290/total"" target=""_blank"">Naver</a>"
086980,쇼박스,67.76647598751406,50.0,95.60433364672053,99.58678703928538,78.1342774381075,,"<a href=""https://m.stock.naver.com/domestic/stock/086980/total"" target=""_blank"">Naver</a>"
403870,HPSP,67.63020428987782,50.0,100.0,99.62231135765082,53.359463082254756,,"<a href=""https://m.stock.naver.com/domestic/stock/403870/total"" target=""_blank"">Naver</a>"
481070,에이유브랜즈,67.52485850274482,50.0,98.0658908465375,99.06683444698218,62.03404692824449,,"<a href=""https://m.stock.naver.com/domestic/stock/481070/total"" target=""_blank"">Naver</a>"
408920,메쎄이상,67.41346136671997,50.0,93.0966058256704,99.46808172048708,83.85003476507347,,"<a href=""https://m.stock.naver.com/domestic/stock/408920/total"" target=""_blank"">Naver</a>"
035610,솔본,67.33521895103202,50.0,94.32033165971764,99.51866791886545,76.06538488432142,,"<a href=""https://m.stock.naver.com/domestic/stock/035610/total"" target=""_blank"">Naver</a>"
031980,피에스케이홀딩스,67.31547145776864,50.0,97.40272172086539,99.52428761237488,60.24724532629611,,"<a href=""https://m.stock.naver.com/domestic/stock/031980/total"" target=""_blank"">Naver</a>"
335890,비올,67.28358250718023,50.0,100.0,99.73991912876616,46.1918118860724,,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver</a>"
058470,리노공업,67.26900677284887,50.0,95.46244243055828,99.86021104734384,68.34750120949826,,"<a href=""https://m.stock.naver.com/domestic/stock/058470/total"" target=""_blank"">Naver</a>"
196170,알테오젠,67.25018294386706,50.0,95.61377873258006,94.81473645341302,77.3052923076149,,"<a href=""https://m.stock.naver.com/domestic/stock/196170/total"" target=""_blank"">Naver</a>"
461300,아이스크림미디어,67.17380728955906,50.0,93.0410827673435,99.45969775612176,79.35133644222034,,"<a href=""https://m.stock.naver.com/domestic/stock/461300/total"" target=""_blank"">Naver</a>"
039420,케이엘넷,66.90343102957375,50.0,92.74275292568818,99.73741646963444,74.88002302376526,,"<a href=""https://m.stock.naver.com/domestic/stock/039420/total"" target=""_blank"">Naver</a>"
067160,SOOP,66.82393583852374,50.0,97.21623764248363,93.92176105381243,62.554006450431544,,"<a href=""https://m.stock.naver.com/domestic/stock/067160/total"" target=""_blank"">Naver</a>"
478560,블랙야크아이앤씨,66.60597084169974,50.0,94.68661910514732,99.00450731062509,60.677306687008304,,"<a href=""https://m.stock.naver.com/domestic/stock/478560/total"" target=""_blank"">Naver</a>"
035900,JYP Ent.,66.47453959303878,50.0,89.67473317485724,97.8259403029056,85.4652453806782,,"<a href=""https://m.stock.naver.com/domestic/stock/035900/total"" target=""_blank"">Naver</a>"
071200,인피니트헬스케어,66.45793345810438,50.0,90.67779758657805,99.28706664732474,77.1955479345479,,"<a href=""https://m.stock.naver.com/domestic/stock/071200/total"" target=""_blank"">Naver</a>"
