Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Error,Links
031330,에스에이엠티,88.53333333333335,100.0,76.3,89.3,,,"<a href=""https://m.stock.naver.com/domestic/stock/031330/total"" target=""_blank"">Naver Mobile</a>"
340570,티앤엘,88.4,100.0,94.4,85.8,73.4,,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
078590,휴림에이텍,88.4,97.8,68.0,94.5,93.3,,"<a href=""https://m.stock.naver.com/domestic/stock/078590/total"" target=""_blank"">Naver Mobile</a>"
339950,아이비김영,87.4,94.6,85.1,75.0,94.9,,"<a href=""https://m.stock.naver.com/domestic/stock/339950/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,86.64999999999999,100.0,93.6,95.3,57.7,,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
078350,한양디지텍,85.725,98.0,64.3,87.0,93.6,,"<a href=""https://m.stock.naver.com/domestic/stock/078350/total"" target=""_blank"">Naver Mobile</a>"
267980,매일유업,84.93333333333334,92.8,68.2,93.8,,,"<a href=""https://m.stock.naver.com/domestic/stock/267980/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,84.69999999999999,100.0,79.4,89.5,69.9,,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
265560,영화테크,84.425,98.6,75.1,94.2,69.8,,"<a href=""https://m.stock.naver.com/domestic/stock/265560/total"" target=""_blank"">Naver Mobile</a>"
035420,NAVER,83.8,92.6,77.9,84.9,79.8,,"<a href=""https://m.stock.naver.com/domestic/stock/035420/total"" target=""_blank"">Naver Mobile</a>"
110990,디아이티,83.525,83.3,86.0,98.8,66.0,,"<a href=""https://m.stock.naver.com/domestic/stock/110990/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,83.5,83.1,98.1,97.8,55.0,,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
368770,파이버프로,83.175,100.0,83.4,98.1,51.2,,"<a href=""https://m.stock.naver.com/domestic/stock/368770/total"" target=""_blank"">Naver Mobile</a>"
011070,LG이노텍,82.5,100.0,75.9,71.6,,,"<a href=""https://m.stock.naver.com/domestic/stock/011070/total"" target=""_blank"">Naver Mobile</a>"
402340,SK스퀘어,81.55,,67.6,95.5,,,"<a href=""https://m.stock.naver.com/domestic/stock/402340/total"" target=""_blank"">Naver Mobile</a>"
