Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Error,Links
340570,티앤엘,92.14999999999999,100.0,96.3,96.1,76.2,,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
110990,디아이티,89.875,96.2,89.7,98.8,74.8,,"<a href=""https://m.stock.naver.com/domestic/stock/110990/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,87.97500000000001,100.0,95.7,95.9,60.3,,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
339950,아이비김영,87.5,95.5,86.3,75.5,92.7,,"<a href=""https://m.stock.naver.com/domestic/stock/339950/total"" target=""_blank"">Naver Mobile</a>"
265560,영화테크,87.15,100.0,78.5,95.2,74.9,,"<a href=""https://m.stock.naver.com/domestic/stock/265560/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,85.9,100.0,79.6,96.5,67.5,,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,85.15,98.2,96.9,98.8,46.7,,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,84.825,100.0,97.5,91.6,50.2,,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
368770,파이버프로,83.425,100.0,86.4,97.4,49.9,,"<a href=""https://m.stock.naver.com/domestic/stock/368770/total"" target=""_blank"">Naver Mobile</a>"
035420,NAVER,83.225,89.2,78.0,86.7,79.0,,"<a href=""https://m.stock.naver.com/domestic/stock/035420/total"" target=""_blank"">Naver Mobile</a>"
402340,SK스퀘어,80.73333333333333,,88.9,72.7,80.6,,"<a href=""https://m.stock.naver.com/domestic/stock/402340/total"" target=""_blank"">Naver Mobile</a>"
059210,메타바이오메드,79.6,97.5,86.5,78.7,55.7,,"<a href=""https://m.stock.naver.com/domestic/stock/059210/total"" target=""_blank"">Naver Mobile</a>"
078350,한양디지텍,79.025,81.8,60.6,80.7,93.0,,"<a href=""https://m.stock.naver.com/domestic/stock/078350/total"" target=""_blank"">Naver Mobile</a>"
080470,성창오토텍,78.1,99.1,58.8,72.8,81.7,,"<a href=""https://m.stock.naver.com/domestic/stock/080470/total"" target=""_blank"">Naver Mobile</a>"
017800,현대엘리베이터,77.925,86.8,68.4,71.3,85.2,,"<a href=""https://m.stock.naver.com/domestic/stock/017800/total"" target=""_blank"">Naver Mobile</a>"
264660,씨앤지하이테크,77.85,74.9,67.6,88.6,80.3,,"<a href=""https://m.stock.naver.com/domestic/stock/264660/total"" target=""_blank"">Naver Mobile</a>"
031330,에스에이엠티,76.45,85.0,53.9,83.1,83.8,,"<a href=""https://m.stock.naver.com/domestic/stock/031330/total"" target=""_blank"">Naver Mobile</a>"
126720,수산인더스트리,76.15,51.5,74.9,96.3,81.9,,"<a href=""https://m.stock.naver.com/domestic/stock/126720/total"" target=""_blank"">Naver Mobile</a>"
113810,디젠스,75.6,73.4,64.8,81.5,82.7,,"<a href=""https://m.stock.naver.com/domestic/stock/113810/total"" target=""_blank"">Naver Mobile</a>"
054930,유신,75.05000000000001,69.9,63.7,77.4,89.2,,"<a href=""https://m.stock.naver.com/domestic/stock/054930/total"" target=""_blank"">Naver Mobile</a>"
017670,SK텔레콤,73.575,69.2,72.9,73.7,78.5,,"<a href=""https://m.stock.naver.com/domestic/stock/017670/total"" target=""_blank"">Naver Mobile</a>"
