Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Links
356890,싸이버원,88.92500000000001,100.0,86.8,82.0,86.9,"<a href=""https://m.stock.naver.com/domestic/stock/356890/total"" target=""_blank"">Naver Mobile</a>"
030190,NICE평가정보,88.775,95.0,82.2,95.9,82.0,"<a href=""https://m.stock.naver.com/domestic/stock/030190/total"" target=""_blank"">Naver Mobile</a>"
114810,한솔아이원스,88.675,100.0,83.7,97.2,73.8,"<a href=""https://m.stock.naver.com/domestic/stock/114810/total"" target=""_blank"">Naver Mobile</a>"
098120,마이크로컨텍솔,88.625,99.8,81.8,98.8,74.1,"<a href=""https://m.stock.naver.com/domestic/stock/098120/total"" target=""_blank"">Naver Mobile</a>"
194480,데브시스터즈,88.025,100.0,78.1,82.4,91.6,"<a href=""https://m.stock.naver.com/domestic/stock/194480/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,87.97500000000001,100.0,95.7,95.9,60.3,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
080010,이상네트웍스,87.975,97.4,78.2,98.7,77.6,"<a href=""https://m.stock.naver.com/domestic/stock/080010/total"" target=""_blank"">Naver Mobile</a>"
082920,비츠로셀,87.725,100.0,89.7,98.8,62.4,"<a href=""https://m.stock.naver.com/domestic/stock/082920/total"" target=""_blank"">Naver Mobile</a>"
278470,에이피알,87.7,100.0,86.1,93.7,71.0,"<a href=""https://m.stock.naver.com/domestic/stock/278470/total"" target=""_blank"">Naver Mobile</a>"
058470,리노공업,87.5,81.9,96.3,98.8,73.0,"<a href=""https://m.stock.naver.com/domestic/stock/058470/total"" target=""_blank"">Naver Mobile</a>"
339950,아이비김영,87.5,95.5,86.3,75.5,92.7,"<a href=""https://m.stock.naver.com/domestic/stock/339950/total"" target=""_blank"">Naver Mobile</a>"
204610,티쓰리,87.5,100.0,81.3,97.1,71.6,"<a href=""https://m.stock.naver.com/domestic/stock/204610/total"" target=""_blank"">Naver Mobile</a>"
031980,피에스케이홀딩스,87.3,100.0,91.8,98.0,59.4,"<a href=""https://m.stock.naver.com/domestic/stock/031980/total"" target=""_blank"">Naver Mobile</a>"
109070,주성코퍼레이션,87.25,100.0,64.6,94.1,90.3,"<a href=""https://m.stock.naver.com/domestic/stock/109070/total"" target=""_blank"">Naver Mobile</a>"
004800,효성,87.10000000000001,100.0,88.0,73.3,,"<a href=""https://m.stock.naver.com/domestic/stock/004800/total"" target=""_blank"">Naver Mobile</a>"
042000,카페24,87.05,93.2,78.7,94.1,82.2,"<a href=""https://m.stock.naver.com/domestic/stock/042000/total"" target=""_blank"">Naver Mobile</a>"
095340,ISC,86.975,100.0,86.8,95.2,65.9,"<a href=""https://m.stock.naver.com/domestic/stock/095340/total"" target=""_blank"">Naver Mobile</a>"
419120,산돌,86.75,99.4,86.3,84.0,77.3,"<a href=""https://m.stock.naver.com/domestic/stock/419120/total"" target=""_blank"">Naver Mobile</a>"
335890,비올,86.575,100.0,100.0,98.3,48.0,"<a href=""https://m.stock.naver.com/domestic/stock/335890/total"" target=""_blank"">Naver Mobile</a>"
251970,펌텍코리아,86.27499999999999,97.9,69.5,98.0,79.7,"<a href=""https://m.stock.naver.com/domestic/stock/251970/total"" target=""_blank"">Naver Mobile</a>"
101490,에스앤에스텍,86.15,99.3,76.5,97.8,71.0,"<a href=""https://m.stock.naver.com/domestic/stock/101490/total"" target=""_blank"">Naver Mobile</a>"
083500,에프엔에스테크,86.0,100.0,72.2,95.3,76.5,"<a href=""https://m.stock.naver.com/domestic/stock/083500/total"" target=""_blank"">Naver Mobile</a>"
020710,시공테크,85.94999999999999,99.7,73.3,84.2,86.6,"<a href=""https://m.stock.naver.com/domestic/stock/020710/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,85.9,100.0,79.6,96.5,67.5,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
064350,현대로템,85.8,100.0,78.2,84.2,80.8,"<a href=""https://m.stock.naver.com/domestic/stock/064350/total"" target=""_blank"">Naver Mobile</a>"
036930,주성엔지니어링,85.79999999999998,100.0,91.2,83.6,68.4,"<a href=""https://m.stock.naver.com/domestic/stock/036930/total"" target=""_blank"">Naver Mobile</a>"
034950,한국기업평가,85.725,85.3,95.0,88.0,74.6,"<a href=""https://m.stock.naver.com/domestic/stock/034950/total"" target=""_blank"">Naver Mobile</a>"
145020,휴젤,85.325,97.6,94.9,98.8,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/145020/total"" target=""_blank"">Naver Mobile</a>"
071970,HD현대마린엔진,85.25,97.8,89.5,88.8,64.9,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver Mobile</a>"
296640,이노룰스,85.25,100.0,72.9,98.1,70.0,"<a href=""https://m.stock.naver.com/domestic/stock/296640/total"" target=""_blank"">Naver Mobile</a>"
093520,매커스,85.225,100.0,78.7,78.6,83.6,"<a href=""https://m.stock.naver.com/domestic/stock/093520/total"" target=""_blank"">Naver Mobile</a>"
071280,로체시스템즈,85.19999999999999,100.0,73.6,84.1,83.1,"<a href=""https://m.stock.naver.com/domestic/stock/071280/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,85.15,98.2,96.9,98.8,46.7,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
403870,HPSP,85.0,88.2,98.3,98.4,55.1,"<a href=""https://m.stock.naver.com/domestic/stock/403870/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,84.825,100.0,97.5,91.6,50.2,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
179290,엠아이텍,84.7,98.6,95.0,93.2,52.0,"<a href=""https://m.stock.naver.com/domestic/stock/179290/total"" target=""_blank"">Naver Mobile</a>"
141000,비아트론,84.65,100.0,87.5,92.5,58.6,"<a href=""https://m.stock.naver.com/domestic/stock/141000/total"" target=""_blank"">Naver Mobile</a>"
332370,아이디피,84.57499999999999,100.0,90.4,98.5,49.4,"<a href=""https://m.stock.naver.com/domestic/stock/332370/total"" target=""_blank"">Naver Mobile</a>"
100840,SNT에너지,84.55,93.8,78.6,84.0,81.8,"<a href=""https://m.stock.naver.com/domestic/stock/100840/total"" target=""_blank"">Naver Mobile</a>"
064760,티씨케이,84.475,98.9,90.8,98.8,49.4,"<a href=""https://m.stock.naver.com/domestic/stock/064760/total"" target=""_blank"">Naver Mobile</a>"
303360,프로티아,84.4,88.9,83.2,98.8,66.7,"<a href=""https://m.stock.naver.com/domestic/stock/303360/total"" target=""_blank"">Naver Mobile</a>"
234080,JW생명과학,84.175,95.9,84.3,87.5,69.0,"<a href=""https://m.stock.naver.com/domestic/stock/234080/total"" target=""_blank"">Naver Mobile</a>"
214450,파마리서치,84.125,100.0,94.0,93.9,48.6,"<a href=""https://m.stock.naver.com/domestic/stock/214450/total"" target=""_blank"">Naver Mobile</a>"
319400,현대무벡스,83.925,100.0,64.7,81.3,89.7,"<a href=""https://m.stock.naver.com/domestic/stock/319400/total"" target=""_blank"">Naver Mobile</a>"
052600,한네트,83.60000000000001,86.0,70.9,97.7,79.8,"<a href=""https://m.stock.naver.com/domestic/stock/052600/total"" target=""_blank"">Naver Mobile</a>"
059100,아이컴포넌트,83.575,100.0,75.7,93.9,64.7,"<a href=""https://m.stock.naver.com/domestic/stock/059100/total"" target=""_blank"">Naver Mobile</a>"
196170,알테오젠,83.55,100.0,89.4,72.0,72.8,"<a href=""https://m.stock.naver.com/domestic/stock/196170/total"" target=""_blank"">Naver Mobile</a>"
095610,테스,83.425,100.0,74.0,83.5,76.2,"<a href=""https://m.stock.naver.com/domestic/stock/095610/total"" target=""_blank"">Naver Mobile</a>"
204620,글로벌텍스프리,83.17500000000001,99.6,70.5,89.5,73.1,"<a href=""https://m.stock.naver.com/domestic/stock/204620/total"" target=""_blank"">Naver Mobile</a>"
211050,인카금융서비스,82.825,100.0,78.4,67.4,85.5,"<a href=""https://m.stock.naver.com/domestic/stock/211050/total"" target=""_blank"">Naver Mobile</a>"
347740,피엔케이피부임상연구센타,82.725,100.0,87.5,86.0,57.4,"<a href=""https://m.stock.naver.com/domestic/stock/347740/total"" target=""_blank"">Naver Mobile</a>"
281820,케이씨텍,82.725,90.7,77.2,98.8,64.2,"<a href=""https://m.stock.naver.com/domestic/stock/281820/total"" target=""_blank"">Naver Mobile</a>"
109080,옵티시스,82.65,98.7,83.8,98.8,49.3,"<a href=""https://m.stock.naver.com/domestic/stock/109080/total"" target=""_blank"">Naver Mobile</a>"
140860,파크시스템스,82.64999999999999,100.0,85.0,98.2,47.4,"<a href=""https://m.stock.naver.com/domestic/stock/140860/total"" target=""_blank"">Naver Mobile</a>"
333050,모코엠시스,82.5,92.0,75.1,98.7,64.2,"<a href=""https://m.stock.naver.com/domestic/stock/333050/total"" target=""_blank"">Naver Mobile</a>"
318160,셀바이오휴먼텍,82.25,92.2,78.1,90.5,68.2,"<a href=""https://m.stock.naver.com/domestic/stock/318160/total"" target=""_blank"">Naver Mobile</a>"
035900,JYP Ent.,82.05000000000001,69.9,81.2,93.9,83.2,"<a href=""https://m.stock.naver.com/domestic/stock/035900/total"" target=""_blank"">Naver Mobile</a>"
052420,오성첨단소재,81.9,83.3,72.6,98.8,72.9,"<a href=""https://m.stock.naver.com/domestic/stock/052420/total"" target=""_blank"">Naver Mobile</a>"
033500,동성화인텍,81.4,91.7,73.5,85.8,74.6,"<a href=""https://m.stock.naver.com/domestic/stock/033500/total"" target=""_blank"">Naver Mobile</a>"
206650,유바이오로직스,81.32499999999999,100.0,98.5,72.9,53.9,"<a href=""https://m.stock.naver.com/domestic/stock/206650/total"" target=""_blank"">Naver Mobile</a>"
153460,네이블,81.2,100.0,69.0,73.8,82.0,"<a href=""https://m.stock.naver.com/domestic/stock/153460/total"" target=""_blank"">Naver Mobile</a>"
042700,한미반도체,81.075,83.3,91.4,97.9,51.7,"<a href=""https://m.stock.naver.com/domestic/stock/042700/total"" target=""_blank"">Naver Mobile</a>"
069410,엔텔스,81.02499999999999,100.0,60.6,80.3,83.2,"<a href=""https://m.stock.naver.com/domestic/stock/069410/total"" target=""_blank"">Naver Mobile</a>"
004590,한국가구,80.525,100.0,74.0,98.0,50.1,"<a href=""https://m.stock.naver.com/domestic/stock/004590/total"" target=""_blank"">Naver Mobile</a>"
336570,원텍,80.52499999999999,81.2,95.8,95.9,49.2,"<a href=""https://m.stock.naver.com/domestic/stock/336570/total"" target=""_blank"">Naver Mobile</a>"
326030,SK바이오팜,80.4,100.0,92.8,85.2,43.6,"<a href=""https://m.stock.naver.com/domestic/stock/326030/total"" target=""_blank"">Naver Mobile</a>"
005690,파미셀,79.525,100.0,76.8,92.7,48.6,"<a href=""https://m.stock.naver.com/domestic/stock/005690/total"" target=""_blank"">Naver Mobile</a>"
207940,삼성바이오로직스,79.19999999999999,100.0,82.4,88.5,45.9,"<a href=""https://m.stock.naver.com/domestic/stock/207940/total"" target=""_blank"">Naver Mobile</a>"
215090,솔디펜스,79.02499999999999,98.9,84.3,86.1,46.8,"<a href=""https://m.stock.naver.com/domestic/stock/215090/total"" target=""_blank"">Naver Mobile</a>"
007370,진양제약,78.9,97.7,77.1,87.9,52.9,"<a href=""https://m.stock.naver.com/domestic/stock/007370/total"" target=""_blank"">Naver Mobile</a>"
253590,네오셈,78.9,83.3,82.7,82.5,67.1,"<a href=""https://m.stock.naver.com/domestic/stock/253590/total"" target=""_blank"">Naver Mobile</a>"
017510,세명전기,78.0,100.0,90.8,71.2,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/017510/total"" target=""_blank"">Naver Mobile</a>"
092460,한라IMS,76.85,83.3,68.7,98.7,56.7,"<a href=""https://m.stock.naver.com/domestic/stock/092460/total"" target=""_blank"">Naver Mobile</a>"
136410,아셈스,76.325,100.0,77.5,81.8,46.0,"<a href=""https://m.stock.naver.com/domestic/stock/136410/total"" target=""_blank"">Naver Mobile</a>"
087260,모바일어플라이언스,76.325,83.3,67.0,84.5,70.5,"<a href=""https://m.stock.naver.com/domestic/stock/087260/total"" target=""_blank"">Naver Mobile</a>"
277070,린드먼아시아,75.8,74.6,86.1,76.3,66.2,"<a href=""https://m.stock.naver.com/domestic/stock/277070/total"" target=""_blank"">Naver Mobile</a>"
300080,플리토,75.45,98.5,52.7,65.8,84.8,"<a href=""https://m.stock.naver.com/domestic/stock/300080/total"" target=""_blank"">Naver Mobile</a>"
419530,SAMG엔터,75.35,100.0,57.6,54.3,89.5,"<a href=""https://m.stock.naver.com/domestic/stock/419530/total"" target=""_blank"">Naver Mobile</a>"
272110,케이엔제이,75.325,95.9,80.9,76.0,48.5,"<a href=""https://m.stock.naver.com/domestic/stock/272110/total"" target=""_blank"">Naver Mobile</a>"
216050,인크로스,74.94999999999999,60.9,86.2,82.3,70.4,"<a href=""https://m.stock.naver.com/domestic/stock/216050/total"" target=""_blank"">Naver Mobile</a>"
413630,씨피시스템,73.89999999999999,,52.3,98.8,70.6,"<a href=""https://m.stock.naver.com/domestic/stock/413630/total"" target=""_blank"">Naver Mobile</a>"
006910,보성파워텍,72.7,83.3,59.3,97.4,50.8,"<a href=""https://m.stock.naver.com/domestic/stock/006910/total"" target=""_blank"">Naver Mobile</a>"
025560,미래산업,69.625,98.5,79.1,59.2,41.7,"<a href=""https://m.stock.naver.com/domestic/stock/025560/total"" target=""_blank"">Naver Mobile</a>"
347700,스피어,63.99999999999999,85.6,44.5,54.3,71.6,"<a href=""https://m.stock.naver.com/domestic/stock/347700/total"" target=""_blank"">Naver Mobile</a>"
171090,선익시스템,61.55,83.3,47.4,40.7,74.8,"<a href=""https://m.stock.naver.com/domestic/stock/171090/total"" target=""_blank"">Naver Mobile</a>"
036000,예림당,52.166666666666664,50.0,40.0,66.5,,"<a href=""https://m.stock.naver.com/domestic/stock/036000/total"" target=""_blank"">Naver Mobile</a>"
