Symbol,Name,Error,TotalScore,Growth,Profitability,Stability,Activity,Links
000210,DL,,100.0,100.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/000210/total"" target=""_blank"">Naver Mobile</a>"
483650,달바글로벌,,97.5,,,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/483650/total"" target=""_blank"">Naver Mobile</a>"
062040,산일전기,,97.5,,,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/062040/total"" target=""_blank"">Naver Mobile</a>"
462870,시프트업,,97.5,,,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/462870/total"" target=""_blank"">Naver Mobile</a>"
079900,전진건설로봇,,96.8,,,96.8,,"<a href=""https://m.stock.naver.com/domestic/stock/079900/total"" target=""_blank"">Naver Mobile</a>"
001230,동국홀딩스,,96.60000000000001,100.0,100.0,89.8,,"<a href=""https://m.stock.naver.com/domestic/stock/001230/total"" target=""_blank"">Naver Mobile</a>"
443060,HD현대마린솔루션,,94.6,,,94.6,,"<a href=""https://m.stock.naver.com/domestic/stock/443060/total"" target=""_blank"">Naver Mobile</a>"
185750,종근당,,93.83333333333333,100.0,87.1,94.4,,"<a href=""https://m.stock.naver.com/domestic/stock/185750/total"" target=""_blank"">Naver Mobile</a>"
005850,에스엘,,91.66666666666667,100.0,80.3,94.7,,"<a href=""https://m.stock.naver.com/domestic/stock/005850/total"" target=""_blank"">Naver Mobile</a>"
108320,LX세미콘,,91.56666666666666,100.0,77.2,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/108320/total"" target=""_blank"">Naver Mobile</a>"
192080,더블유게임즈,,90.375,90.1,91.9,98.8,80.7,"<a href=""https://m.stock.naver.com/domestic/stock/192080/total"" target=""_blank"">Naver Mobile</a>"
003230,삼양식품,,90.35,100.0,86.2,88.7,86.5,"<a href=""https://m.stock.naver.com/domestic/stock/003230/total"" target=""_blank"">Naver Mobile</a>"
002960,한국쉘석유,,90.03333333333335,73.0,100.0,97.1,,"<a href=""https://m.stock.naver.com/domestic/stock/002960/total"" target=""_blank"">Naver Mobile</a>"
003350,한국화장품제조,,89.775,100.0,81.5,96.3,81.3,"<a href=""https://m.stock.naver.com/domestic/stock/003350/total"" target=""_blank"">Naver Mobile</a>"
134380,미원화학,,88.625,93.6,78.1,98.8,84.0,"<a href=""https://m.stock.naver.com/domestic/stock/134380/total"" target=""_blank"">Naver Mobile</a>"
005430,한국공항,,88.35,98.9,66.1,98.8,89.6,"<a href=""https://m.stock.naver.com/domestic/stock/005430/total"" target=""_blank"">Naver Mobile</a>"
383800,LX홀딩스,,87.83333333333333,100.0,66.0,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/383800/total"" target=""_blank"">Naver Mobile</a>"
012750,에스원,,87.36666666666667,92.9,72.9,96.3,,"<a href=""https://m.stock.naver.com/domestic/stock/012750/total"" target=""_blank"">Naver Mobile</a>"
021820,세원정공,,87.2,100.0,64.1,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/021820/total"" target=""_blank"">Naver Mobile</a>"
227840,현대코퍼레이션홀딩스,,86.89999999999999,92.4,73.0,95.3,,"<a href=""https://m.stock.naver.com/domestic/stock/227840/total"" target=""_blank"">Naver Mobile</a>"
000320,노루홀딩스,,86.83333333333333,100.0,71.1,89.4,,"<a href=""https://m.stock.naver.com/domestic/stock/000320/total"" target=""_blank"">Naver Mobile</a>"
014440,영보화학,,86.65,99.9,80.2,98.8,67.7,"<a href=""https://m.stock.naver.com/domestic/stock/014440/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,,86.64999999999999,100.0,93.6,95.3,57.7,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
034590,인천도시가스,,86.55,98.1,58.0,91.8,98.3,"<a href=""https://m.stock.naver.com/domestic/stock/034590/total"" target=""_blank"">Naver Mobile</a>"
030190,NICE평가정보,,86.5,88.7,80.3,96.8,80.2,"<a href=""https://m.stock.naver.com/domestic/stock/030190/total"" target=""_blank"">Naver Mobile</a>"
300720,한일시멘트,,86.36666666666667,100.0,73.8,85.3,,"<a href=""https://m.stock.naver.com/domestic/stock/300720/total"" target=""_blank"">Naver Mobile</a>"
035250,강원랜드,,86.15,76.2,85.8,95.1,87.5,"<a href=""https://m.stock.naver.com/domestic/stock/035250/total"" target=""_blank"">Naver Mobile</a>"
064400,LG씨엔에스,,86.1,,84.2,88.0,,"<a href=""https://m.stock.naver.com/domestic/stock/064400/total"" target=""_blank"">Naver Mobile</a>"
278470,에이피알,,85.9,97.2,84.5,95.3,66.6,"<a href=""https://m.stock.naver.com/domestic/stock/278470/total"" target=""_blank"">Naver Mobile</a>"
004490,세방전지,,85.7,100.0,69.6,97.0,76.2,"<a href=""https://m.stock.naver.com/domestic/stock/004490/total"" target=""_blank"">Naver Mobile</a>"
003300,한일홀딩스,,85.23333333333333,99.5,68.8,87.4,,"<a href=""https://m.stock.naver.com/domestic/stock/003300/total"" target=""_blank"">Naver Mobile</a>"
000240,한국앤컴퍼니,,84.92500000000001,100.0,82.6,94.0,63.1,"<a href=""https://m.stock.naver.com/domestic/stock/000240/total"" target=""_blank"">Naver Mobile</a>"
012510,더존비즈온,,84.6,98.5,79.9,81.8,78.2,"<a href=""https://m.stock.naver.com/domestic/stock/012510/total"" target=""_blank"">Naver Mobile</a>"
009680,모토닉,,84.16666666666667,95.5,59.5,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/009680/total"" target=""_blank"">Naver Mobile</a>"
009450,경동나비엔,,84.03333333333333,100.0,77.6,74.5,,"<a href=""https://m.stock.naver.com/domestic/stock/009450/total"" target=""_blank"">Naver Mobile</a>"
024090,디씨엠,,83.92500000000001,96.7,65.1,98.8,75.1,"<a href=""https://m.stock.naver.com/domestic/stock/024090/total"" target=""_blank"">Naver Mobile</a>"
284740,쿠쿠홈시스,,83.92500000000001,92.6,73.7,96.4,73.0,"<a href=""https://m.stock.naver.com/domestic/stock/284740/total"" target=""_blank"">Naver Mobile</a>"
009470,삼화전기,,83.8,90.3,70.4,92.5,82.0,"<a href=""https://m.stock.naver.com/domestic/stock/009470/total"" target=""_blank"">Naver Mobile</a>"
035420,NAVER,,83.8,92.6,77.9,84.9,79.8,"<a href=""https://m.stock.naver.com/domestic/stock/035420/total"" target=""_blank"">Naver Mobile</a>"
011200,HMM,,83.725,90.1,88.5,77.8,78.5,"<a href=""https://m.stock.naver.com/domestic/stock/011200/total"" target=""_blank"">Naver Mobile</a>"
035150,백산,,83.65,93.3,75.6,89.3,76.4,"<a href=""https://m.stock.naver.com/domestic/stock/035150/total"" target=""_blank"">Naver Mobile</a>"
489790,한화비전,,83.6,,,83.6,,"<a href=""https://m.stock.naver.com/domestic/stock/489790/total"" target=""_blank"">Naver Mobile</a>"
064350,현대로템,,83.45,93.6,69.5,83.7,87.0,"<a href=""https://m.stock.naver.com/domestic/stock/064350/total"" target=""_blank"">Naver Mobile</a>"
004800,효성,,83.39999999999999,100.0,77.6,72.6,,"<a href=""https://m.stock.naver.com/domestic/stock/004800/total"" target=""_blank"">Naver Mobile</a>"
272450,진에어,,83.225,85.7,86.1,65.2,95.9,"<a href=""https://m.stock.naver.com/domestic/stock/272450/total"" target=""_blank"">Naver Mobile</a>"
051600,한전KPS,,83.125,85.8,79.5,98.8,68.4,"<a href=""https://m.stock.naver.com/domestic/stock/051600/total"" target=""_blank"">Naver Mobile</a>"
180640,한진칼,,83.05000000000001,91.7,85.6,76.0,78.9,"<a href=""https://m.stock.naver.com/domestic/stock/180640/total"" target=""_blank"">Naver Mobile</a>"
071970,HD현대마린엔진,,82.925,100.0,81.2,85.8,64.7,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver Mobile</a>"
003780,진양산업,,82.875,75.3,76.2,91.0,89.0,"<a href=""https://m.stock.naver.com/domestic/stock/003780/total"" target=""_blank"">Naver Mobile</a>"
025540,한국단자,,82.72500000000001,94.8,70.7,97.6,67.8,"<a href=""https://m.stock.naver.com/domestic/stock/025540/total"" target=""_blank"">Naver Mobile</a>"
039130,하나투어,,82.65,95.8,82.0,66.1,86.7,"<a href=""https://m.stock.naver.com/domestic/stock/039130/total"" target=""_blank"">Naver Mobile</a>"
072710,농심홀딩스,,82.5,99.2,66.2,89.7,74.9,"<a href=""https://m.stock.naver.com/domestic/stock/072710/total"" target=""_blank"">Naver Mobile</a>"
011070,LG이노텍,,82.5,100.0,75.9,71.6,,"<a href=""https://m.stock.naver.com/domestic/stock/011070/total"" target=""_blank"">Naver Mobile</a>"
234080,JW생명과학,,82.45,86.2,82.2,86.7,74.7,"<a href=""https://m.stock.naver.com/domestic/stock/234080/total"" target=""_blank"">Naver Mobile</a>"
097520,엠씨넥스,,82.4,91.4,60.4,90.4,87.4,"<a href=""https://m.stock.naver.com/domestic/stock/097520/total"" target=""_blank"">Naver Mobile</a>"
453340,현대그린푸드,,82.39999999999999,,58.4,97.7,91.1,"<a href=""https://m.stock.naver.com/domestic/stock/453340/total"" target=""_blank"">Naver Mobile</a>"
